"Analytes","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","NormGroup"
"X8867.18","8867-18",3,"SL005033","Glycodelin","Glycodelin","P09466","5047","PAEP","Human","RFU","Protein","20","S1"
"X8869.5","8869-5",3,"SL018709","Butyrophilin subfamily 2 member A1","BT2A1","Q7KYR7","11120","BTN2A1","Human","RFU","Protein","20","S1"
"X8870.38","8870-38",3,"SL001735","Nucleophosmin","NPM1","P06748","4869","NPM1","Human","RFU","Protein","20","S1"
"X8871.14","8871-14",3,"SL025950","Nuclear migration protein nudC:N-term, contains nuclear localization domain","NUDC:N-term","Q9Y266","10726","NUDC","Human","RFU","Protein","20","S1"
"X8872.1","8872-1",3,"SL011108","Protein transport protein Sec61 subunit gamma","SC61G","P60059","23480","SEC61G","Human","RFU","Protein","20","S1"
"X8874.53","8874-53",3,"SL025817","Ceroid-lipofuscinosis neuronal protein 5:Lumenal domain","CLN5:LD","O75503","1203","CLN5","Human","RFU","Protein","20","S2"
"X8876.51","8876-51",3,"SL018703","Neurexin-2-beta","NRX2B","P58401","9379","NRXN2","Human","RFU","Protein","20","S1"
"X8877.22","8877-22",3,"SL025853","Protein eva-1 homolog C:Extracellular domain","F176C:ECD","P58658","59271","EVA1C","Human","RFU","Protein","20","S1"
"X8878.48","8878-48",3,"SL018713","YTH domain-containing protein 1","YTDC1","Q96MU7","91746","YTHDC1","Human","RFU","Protein","20","S1"
"X8882.1","8882-1",3,"SL025787","Disintegrin and metalloproteinase domain-containing protein 17:Cytoplasmic domain","ADAM 17:CD","P78536","6868","ADAM17","Human","RFU","Protein","20","S1"
"X8885.6","8885-6",3,"SL018710","Voltage-dependent calcium channel subunit alpha-2/delta-3","CA2D3","Q8IZS8","55799","CACNA2D3","Human","RFU","Protein","20","S2"
"X8887.21","8887-21",3,"SL025951","Nuclear migration protein nudC:CS domain","NUDC:CS","Q9Y266","10726","NUDC","Human","RFU","Protein","20","S2"
"X8888.33","8888-33",3,"SL018720","Small integral membrane protein 9","CX068","A6NGZ8","100132963","SMIM9","Human","RFU","Protein","20","S2"
"X8889.5","8889-5",3,"SL015334","Cell cycle progression protein 1","CCPG1","Q9ULG6","9236","CCPG1","Human","RFU","Protein","20","S1"
"X8890.9","8890-9",3,"SL018697","Transmembrane protein 132B","T132B","Q14DG7","114795","TMEM132B","Human","RFU","Protein","20","S2"
"X8891.7","8891-7",3,"SL008949","Probable serine carboxypeptidase CPVL","CPVL","Q9H3G5","54504","CPVL","Human","RFU","Protein","20","S2"
"X8892.14","8892-14",3,"SL025957","Platelet endothelial aggregation receptor 1:Cytoplasmic domain","PEAR1:CD","Q5VY43","375033","PEAR1","Human","RFU","Protein","20","S2"
"X8893.29","8893-29",3,"SL025952","Poly [ADP-ribose] polymerase 1:region 1","PARP:region 1","P09874","142","PARP1","Human","RFU","Protein","20","S2"
"X8894.80","8894-80",3,"SL009791","Heterogeneous nuclear ribonucleoprotein A/B","hnRNP A/B","Q99729","3182","HNRNPAB","Human","RFU","Protein","20","S2"
"X8897.3","8897-3",3,"SL018694","Leucine-rich repeat-containing protein 37A2","L37A2","A6NM11","474170","LRRC37A2","Human","RFU","Protein","20","S1"
"X8899.75","8899-75",3,"SL018705","UDP-glucuronosyltransferase 1-8","UD18","Q9HAW9","54576","UGT1A8","Human","RFU","Protein","20","S1"
"X8900.28","8900-28",3,"SL007582","Neogenin","NEO1","Q92859","4756","NEO1","Human","RFU","Protein","20","S2"
"X8901.40","8901-40",3,"SL004989","14-3-3 protein gamma","14-3-3 protein gamma","P61981","7532","YWHAG","Human","RFU","Protein","20","S2"
"X8903.1","8903-1",3,"SL008020","Cytochrome c oxidase subunit 6C","COX6C","P09669","1345","COX6C","Human","RFU","Protein","20","S2"
"X8905.20","8905-20",3,"SL018695","Calcium-activated potassium channel subunit beta-3","KCMB3","Q9NPA1","27094","KCNMB3","Human","RFU","Protein","20","S2"
"X8906.60","8906-60",3,"SL018698","Leucine-rich repeat and transmembrane domain-containing protein 2","LRTM2","Q8N967","654429","LRTM2","Human","RFU","Protein","20","S2"
"X8907.11","8907-11",3,"SL018706","UDP-glucuronosyltransferase 2A1","UD2A1","Q9Y4X1","10941","UGT2A1","Human","RFU","Protein","20","S2"
"X8908.14","8908-14",3,"SL025907","Potassium voltage-gated channel subfamily E regulatory beta subunit 5:Cytoplasmic domain","KCE1L:CD","Q9UJ90","23630","KCNE5","Human","RFU","Protein","20","S2"
"X8913.22","8913-22",3,"SL025983","Sialic acid-binding Ig-like lectin 11:Cytoplasmic domain, Isoform 2","SIG11:CD","Q96RL6","114132","SIGLEC11","Human","RFU","Protein","20","S2"
"X8916.32","8916-32",3,"SL025993","Stromal interaction molecule 1:Cytoplasmic domain","STIM1:CD","Q13586","6786","STIM1","Human","RFU","Protein","20","S2"
"X8918.64","8918-64",3,"SL025854","Protein-tyrosine kinase 2-beta:Focal adhesion targeting domain","FAK2:FAT","Q14289","2185","PTK2B","Human","RFU","Protein","20","S2"
"X8921.139","8921-139",3,"SL015048","Polyadenylate-binding protein 2","PABP2","Q86U42","8106","PABPN1","Human","RFU","Protein","20","S2"
"X8922.4","8922-4",3,"SL026005","Transmembrane and coiled-coil domains protein 3:region 1","TMCC3:region 1","Q9ULS5","57458","TMCC3","Human","RFU","Protein","20","S2"
"X8923.94","8923-94",3,"SL018707","Polypeptide N-acetylgalactosaminyltransferase 16","GLTL1","Q8N428","57452","GALNT16","Human","RFU","Protein","20","S2"
"X8924.55","8924-55",3,"SL018108","Neuron-specific vesicular protein calcyon","CALY","Q9NYX4","50632","CALY","Human","RFU","Protein","20","S2"
"X8925.25","8925-25",3,"SL018712","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B","Q7LG56","50484","RRM2B","Human","RFU","Protein","20","S1"
"X8927.6","8927-6",3,"SL018723","Uncharacterized protein C7orf73","CG073","E0CX11","647087","None","Human","RFU","Protein","20","S1"
"X8929.7","8929-7",3,"SL018696","Transcription factor TFIIIB component B'' homolog","BDP1","A6H8Y1","55814","BDP1","Human","RFU","Protein","20","S1"
"X8931.124","8931-124",3,"SL014751","G0/G1 switch protein 2","G0S2","P27469","50486","G0S2","Human","RFU","Protein","20","S1"
"X8932.1","8932-1",3,"SL014128","Ectonucleoside triphosphate diphosphohydrolase 6","ENTP6","O75354","955","ENTPD6","Human","RFU","Protein","20","S2"
"X8933.84","8933-84",3,"SL004784","Myocyte-specific enhancer factor 2C","MEF2C","Q06413","4208","MEF2C","Human","RFU","Protein","20","S1"
"X8935.22","8935-22",3,"SL013730","Multidrug resistance-associated protein 6","MRP6","O95255","368","ABCC6","Human","RFU","Protein","20","S1"
"X8941.4","8941-4",3,"SL018773","Neuroligin-3","NLGN3","Q9NZ94","54413","NLGN3","Human","RFU","Protein","20","S2"
"X8942.2","8942-2",3,"SL018771","39S ribosomal protein L21, mitochondrial","RM21","Q7Z2W9","219927","MRPL21","Human","RFU","Protein","20","S2"
"X8945.7","8945-7",3,"SL018680","BRISC complex subunit Abro1","F175B","Q15018","23172","ABRAXAS2","Human","RFU","Protein","20","S1"
"X8946.38","8946-38",3,"SL007605","Bile acid receptor","NR1H4","Q96RI1","9971","NR1H4","Human","RFU","Protein","20","S1"
"X8948.13","8948-13",3,"SL018610","Disintegrin and metalloproteinase domain-containing protein 19","ADA19","Q9H013","8728","ADAM19","Human","RFU","Protein","20","S1"
"X8950.4","8950-4",3,"SL018772","Calcium-activated chloride channel regulator 2","CLCA2","Q9UQC9","9635","CLCA2","Human","RFU","Protein","20","S2"
"X8951.162","8951-162",3,"SL008559","Chondroitin sulfate proteoglycan 4","CSPG4","Q6UVK1","1464","CSPG4","Human","RFU","Protein","20","S1"
"X8952.65","8952-65",3,"SL001729","Granulocyte colony-stimulating factor","G-CSF","P09919","1440","CSF3","Human","RFU","Protein","20","S1"
"X8953.47","8953-47",3,"SL013046","Hepatoma-derived growth factor","HDGF","P51858","3068","HDGF","Human","RFU","Protein","20","S2"
"X8954.30","8954-30",3,"SL018793","Mitogen-activated protein kinase kinase kinase kinase 1","M4K1","Q92918","11184","MAP4K1","Human","RFU","Protein","20","S2"
"X8955.60","8955-60",3,"SL018797","Glycosyltransferase 8 domain-containing protein 1","GL8D1","Q68CQ7","55830","GLT8D1","Human","RFU","Protein","20","S1"
"X8956.96","8956-96",3,"SL025991","Scavenger receptor class F member 2:Extracellular domain","SREC-II:ECD","Q96GP6","91179","SCARF2","Human","RFU","Protein","20","S2"
"X8957.72","8957-72",3,"SL012771","Endoplasmic reticulum lectin 1","XTP3B","Q96DZ1","27248","ERLEC1","Human","RFU","Protein","20","S2"
"X8958.51","8958-51",3,"SL008936","Neural cell adhesion molecule L1-like protein","CHL1","O00533","10752","CHL1","Human","RFU","Protein","20","S3"
"X8959.61","8959-61",3,"SL025788","Disintegrin and metalloproteinase domain-containing protein 17:Extracellular domain","ADAM 17:ECD","P78536","6868","ADAM17","Human","RFU","Protein","20","S1"
"X8960.3","8960-3",3,"SL010614","Endoplasmic reticulum aminopeptidase 2","LRAP","Q6P179","64167","ERAP2","Human","RFU","Protein","20","S2"
"X8962.48","8962-48",3,"SL018792","Ribosomal protein S6 kinase beta-1","KS6B1","P23443","6198","RPS6KB1","Human","RFU","Protein","20","S1"
"X8963.8","8963-8",3,"SL005723","Vesicle transport through interaction with t-SNAREs homolog 1B","Vti1-rp1","Q9UEU0","10490","VTI1B","Human","RFU","Protein","20","S2"
"X8967.6","8967-6",3,"SL018795","Dual specificity protein phosphatase 26","DUS26","Q9BV47","78986","DUSP26","Human","RFU","Protein","20","S2"
"X8969.49","8969-49",3,"SL018823","Monocyte differentiation antigen CD14","CD14","P08571","929","CD14","Human","RFU","Protein","20","S2"
"X8970.9","8970-9",3,"SL007004","Receptor-interacting serine/threonine-protein kinase 2","RIPK2","O43353","8767","RIPK2","Human","RFU","Protein","20","S1"
"X8971.9","8971-9",3,"SL018798","Neurexin-1","NRX1A","Q9ULB1","9378","NRXN1","Human","RFU","Protein","20","S2"
"X8973.23","8973-23",3,"SL025858","Fc receptor-like protein 4:Extracellular domain","FCRL4:ECD","Q96PJ5","83417","FCRL4","Human","RFU","Protein","20","S1"
"X8974.172","8974-172",3,"SL007218","Collagen alpha-1(XV) chain","COFA1","P39059","1306","COL15A1","Human","RFU","Protein","20","S2"
"X8975.26","8975-26",3,"SL018831","Cell differentiation protein RCD1 homolog","RCD1","Q92600","9125","CNOT9","Human","RFU","Protein","20","S2"
"X8976.13","8976-13",3,"SL014893","Beta-1,4 N-acetylgalactosaminyltransferase 1","B4GN1","Q00973","2583","B4GALNT1","Human","RFU","Protein","20","S1"
"X8978.30","8978-30",3,"SL018794","Mitogen-activated protein kinase kinase kinase kinase 3","M4K3","Q8IVH8","8491","MAP4K3","Human","RFU","Protein","20","S1"
"X8980.19","8980-19",3,"SL018778","Cell surface glycoprotein CD200 receptor 2","MO2R2","Q6Q8B3","344807","CD200R1L","Human","RFU","Protein","20","S1"
"X8982.65","8982-65",3,"SL010148","Thrombospondin-3","TSP3","P49746","7059","THBS3","Human","RFU","Protein","20","S2"
"X8983.7","8983-7",3,"SL010628","Golgi membrane protein 1","GOLM1","Q8NBJ4","51280","GOLM1","Human","RFU","Protein","20","S2"
"X8984.28","8984-28",3,"SL025920","Leucine-rich repeat and calponin homology domain-containing protein 4:Leucine-rich repeat 5","LRCH4: LRR5","O75427","4034","LRCH4","Human","RFU","Protein","20","S1"
"X8985.13","8985-13",3,"SL018822","Protein SERAC1","SRAC1","Q96JX3","84947","SERAC1","Human","RFU","Protein","20","S1"
"X8986.2","8986-2",3,"SL018791","D-3-phosphoglycerate dehydrogenase","SERA","O43175","26227","PHGDH","Human","RFU","Protein","20","S1"
"X8989.40","8989-40",3,"SL007523","Signal peptide, CUB and EGF-like domain-containing protein 1","SCUB1","Q8IWY4","80274","SCUBE1","Human","RFU","Protein","20","S2"
"X8991.115","8991-115",3,"SL025859","Fc receptor-like protein 4:Cytoplasmic domain","FCRL4:CD","Q96PJ5","83417","FCRL4","Human","RFU","Protein","20","S1"
"X8992.1","8992-1",3,"SL018821","Transmembrane protein 2","TMEM2","Q9UHN6","23670","CEMIP2","Human","RFU","Protein","20","S1"
"X8993.151","8993-151",3,"SL007004","Receptor-interacting serine/threonine-protein kinase 2","RIPK2","O43353","8767","RIPK2","Human","RFU","Protein","20","S2"
"X8994.65","8994-65",3,"SL010380","SLAM family member 8","SLAMF8","Q9P0V8","56833","SLAMF8","Human","RFU","Protein","20","S1"
"X8997.4","8997-4",3,"SL008970","Neuronal pentraxin receptor","NPTXR","O95502","23467","NPTXR","Human","RFU","Protein","20","S2"
"X8998.15","8998-15",3,"SL018828","Heparan sulfate glucosamine 3-O-sulfotransferase 4","HS3S4","Q9Y661","9951","HS3ST4","Human","RFU","Protein","20","S1"
"X8999.19","8999-19",3,"SL014788","Carcinoembryonic antigen-related cell adhesion molecule 3","CEAM3","P40198","1084","CEACAM3","Human","RFU","Protein","20","S1"
"X9000.177","9000-177",3,"SL006521","Neutral and basic amino acid transport protein rBAT","SLC31","Q07837","6519","SLC3A1","Human","RFU","Protein","20","S1"
"X9002.36","9002-36",3,"SL006615","Serpin A11","SPA11","Q86U17","256394","SERPINA11","Human","RFU","Protein","20","S2"
"X9003.99","9003-99",3,"SL018780","Macrophage receptor MARCO","MARCO","Q9UEW3","8685","MARCO","Human","RFU","Protein","20","S1"
"X9004.24","9004-24",3,"SL018580","Low-density lipoprotein receptor class A domain-containing protein 4","CR001","O15165","753","LDLRAD4","Human","RFU","Protein","20","S2"
"X9005.16","9005-16",3,"SL011810","Plexin-A1","PLXA1","Q9UIW2","5361","PLXNA1","Human","RFU","Protein","20","S2"
"X9008.6","9008-6",3,"SL026010","Transmembrane gamma-carboxyglutamic acid protein 1:Pro-form, Extracellular domain","TMG1:Pro-form, ECD","O14668","5638","PRRG1","Human","RFU","Protein","20","S1"
"X9012.1","9012-1",3,"SL025963","Pre-mRNA-processing factor 6:region 1","PRP6:region 1","O94906","24148","PRPF6","Human","RFU","Protein","20","S1"
"X9013.60","9013-60",3,"SL012395","Netrin-1","NET1","O95631","9423","NTN1","Human","RFU","Protein","20","S2"
"X9014.18","9014-18",3,"SL008784","Transmembrane protein 25","TMM25","Q86YD3","84866","TMEM25","Human","RFU","Protein","20","S1"
"X9015.1","9015-1",3,"SL007780","Proteoglycan 3","PRG3","Q9Y2Y8","10394","PRG3","Human","RFU","Protein","20","S2"
"X9016.12","9016-12",3,"SL007287","Oxysterols receptor LXR-beta","NR1H2","P55055","7376","NR1H2","Human","RFU","Protein","20","S2"
"X9017.58","9017-58",3,"SL018796","Lactase-phlorizin hydrolase","LPH","P09848","3938","LCT","Human","RFU","Protein","20","S1"
"X9018.38","9018-38",3,"SL025955","Protocadherin-10:Extracellular domain","PCD10:ECD","Q9P2E7","57575","PCDH10","Human","RFU","Protein","20","S2"
"X9021.1","9021-1",3,"SL010386","Hepatitis A virus cellular receptor 1","TIM-1","Q96D42","26762","HAVCR1","Human","RFU","Protein","20","S1"
"X9022.49","9022-49",3,"SL012641","Beta-defensin 132","DB132","Q7Z7B7","400830","DEFB132","Human","RFU","Protein","20","S2"
"X9025.5","9025-5",3,"SL010892","Alpha-hemoglobin-stabilizing protein","AHSP","Q9NZD4","51327","AHSP","Human","RFU","Protein","20","S1"
"X9026.40","9026-40",3,"SL018801","Butyrophilin-like protein 8","BTNL8","Q6UX41","79908","BTNL8","Human","RFU","Protein","20","S1"
"X9027.10","9027-10",3,"SL025944","Neuroligin-2:Cytoplasmic domain","NLGN2:CD","Q8NFZ4","57555","NLGN2","Human","RFU","Protein","20","S1"
"X9028.5","9028-5",3,"SL018770","Poly(A) RNA polymerase, mitochondrial","PAPD1","Q9NVV4","55149","MTPAP","Human","RFU","Protein","20","S1"
"X9030.56","9030-56",3,"SL018827","Uncharacterized protein C17orf89","CQ089","A1L188","284184","NDUFAF8","Human","RFU","Protein","20","S1"
"X9032.30","9032-30",3,"SL018790","Proto-oncogene tyrosine-protein kinase ROS","ROS1","P08922","6098","ROS1","Human","RFU","Protein","20","S1"
"X9035.2","9035-2",3,"SL013792","MAX-interacting protein 1","MXI1","P50539","4601","MXI1","Human","RFU","Protein","20","S1"
"X9037.1","9037-1",3,"SL006774","Syntaxin-18","STX18","Q9P2W9","53407","STX18","Human","RFU","Protein","20","S1"
"X9038.12","9038-12",3,"SL004980","Protein JTB","JTB","O76095","10899","JTB","Human","RFU","Protein","20","S2"
"X9039.47","9039-47",3,"SL026011","Torsin-1A-interacting protein 1:Nuclear domain","TOIP1:Nuclear","Q5JTV8","26092","TOR1AIP1","Human","RFU","Protein","20","S2"
"X9040.144","9040-144",3,"SL008893","Mammalian ependymin-related protein 1","EPDR1","Q9UM22","54749","EPDR1","Human","RFU","Protein","20","S2"
"X9043.7","9043-7",3,"SL007737","Tuftelin-interacting protein 11","TFP11","Q9UBB9","24144","TFIP11","Human","RFU","Protein","20","S2"
"X9044.1","9044-1",3,"SL018802","Contactin-associated protein-like 5","CNTP5","Q8WYK1","129684","CNTNAP5","Human","RFU","Protein","20","S1"
"X9045.3","9045-3",3,"SL018809","Very long-chain acyl-CoA synthetase","S27A2","O14975","11001","SLC27A2","Human","RFU","Protein","20","S2"
"X9049.2","9049-2",3,"SL014602","Monocarboxylate transporter 4","MOT4","O15427","9123","SLC16A3","Human","RFU","Protein","20","S1"
"X9050.170","9050-170",3,"SL018846","Arginine/serine-rich protein 1","CA063","Q9BUV0","57035","RSRP1","Human","RFU","Protein","20","S1"
"X9051.13","9051-13",3,"SL007161","Interleukin-32","IL32","P24001","9235","IL32","Human","RFU","Protein","20","S1"
"X9053.16","9053-16",3,"SL008130","Cysteine-rich protein 2","CRIP2","P52943","1397","CRIP2","Human","RFU","Protein","20","S2"
"X9055.81","9055-81",3,"SL018834","Myocardial zonula adherens protein","MYZAP","P0CAP1","100820829","MYZAP","Human","RFU","Protein","20","S1"
"X9057.19","9057-19",3,"SL012508","Proteasomal ubiquitin receptor ADRM1","ADRM1","Q16186","11047","ADRM1","Human","RFU","Protein","20","S1"
"X9058.1","9058-1",3,"SL018847","Mitochondrial import inner membrane translocase subunit Tim21","TIM21","Q9BVV7","29090","TIMM21","Human","RFU","Protein","20","S1"
"X9059.14","9059-14",3,"SL018783","Rap guanine nucleotide exchange factor 5","RPGF5","Q92565","9771","RAPGEF5","Human","RFU","Protein","20","S1"
"X9060.27","9060-27",3,"SL018804","Protein turtle homolog B","TUTLB","Q9UPX0","22997","IGSF9B","Human","RFU","Protein","20","S1"
"X9061.3","9061-3",3,"SL018810","Rho guanine nucleotide exchange factor 10","ARHGA","O15013","9639","ARHGEF10","Human","RFU","Protein","20","S1"
"X9064.12","9064-12",3,"SL025974","RING finger protein 215:Cytoplasmic domain","RN215:CD","Q9Y6U7","200312","RNF215","Human","RFU","Protein","20","S2"
"X9065.28","9065-28",3,"SL007220","Alpha-taxilin","TXLNA","P40222","200081","TXLNA","Human","RFU","Protein","20","S2"
"X9068.17","9068-17",3,"SL018805","Janus kinase and microtubule-interacting protein 3","JKIP3","Q5VZ66","282973","JAKMIP3","Human","RFU","Protein","20","S2"
"X9070.1","9070-1",3,"SL018815","Uncharacterized protein C17orf67","CQ067","Q0P5P2","339210","C17orf67","Human","RFU","Protein","20","S1"
"X9074.6","9074-6",3,"SL018848","Fatty acid hydroxylase domain-containing protein 2","CE004","Q96IV6","10826","FAXDC2","Human","RFU","Protein","20","S1"
"X9075.121","9075-121",3,"SL018785","UPF0258 protein KIAA1024","K1024","Q9UPX6","23251","MINAR1","Human","RFU","Protein","20","S1"
"X9076.25","9076-25",3,"SL008353","Proenkephalin-A","PENK","P01210","5179","PENK","Human","RFU","Protein","20","S2"
"X9077.10","9077-10",3,"SL018812","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB","MA1A2","O60476","10905","MAN1A2","Human","RFU","Protein","20","S2"
"X9078.207","9078-207",3,"SL011219","Beta-1-syntrophin","SNTB1","Q13884","6641","SNTB1","Human","RFU","Protein","20","S2"
"X9081.39","9081-39",3,"SL018842","Zinc transporter 3","ZNT3","Q99726","7781","SLC30A3","Human","RFU","Protein","20","S1"
"X9082.25","9082-25",3,"SL018786","Protein sel-1 homolog 2","SE1L2","Q5TEA6","80343","SEL1L2","Human","RFU","Protein","20","S1"
"X9083.35","9083-35",3,"SL008967","Tyrosine-protein phosphatase non-receptor type substrate 1","SHPS1","P78324","140885","SIRPA","Human","RFU","Protein","20","S1"
"X9086.95","9086-95",3,"SL001973","Mammaglobin-B","Mammaglobin 2","O75556","4246","SCGB2A1","Human","RFU","Protein","20","S2"
